Curricular_units_2nd_sem_approved,Tuition_fees_up_to_date,Course_Technology,Mother_qualification_Others,Scholarship_holder,Application_mode_First_Phase,Course_Others,Debtor,Father_occupation_Others,Course_Communication,Curricular_units_1st_sem_credited,GDP,Course_Nature,Gender,Course_Social_Service,enrollment_age,Course_Management,Curricular_units_2nd_sem_without_evaluations,Application_order,Previous_qualification_grade,Application_mode_OverAge,Educational_special_needs,Inflation_rate,Admission_grade,Application_mode_Last_Phase,Application_mode_Transfer,Previous_qualification_Graduation_plus,Mother_qualification_Graduation_plus,Course_Medical,Nacionality,Application_mode_Courses_Holders,Mother_qualification_Basic_Education,Displaced,Father_occupation_Skilled,Application_mode_Course_Change,morning_attendance,Father_occupation_Unskilled,Mother_qualification_High_School_Eq,Father_occupation_Highly_Skilled,Curricular_units_1st_sem_without_evaluations,Marital_status,Target
0,1,0,0,0,1,1,0,0,0,0,-4.06,0,1,0,34,0,0,1,178.0,0,0,2.8,157.7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
10,0,0,0,0,0,0,1,0,0,5,2.02,1,1,0,28,0,0,1,130.0,1,0,0.6,150.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
5,1,0,0,0,1,1,0,0,0,0,0.32,0,1,0,42,0,0,1,110.0,0,0,2.6,114.3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2.02,0,1,0,21,0,0,1,106.0,0,0,0.6,104.6,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,2,-4.06,1,1,0,50,0,0,1,140.0,0,0,2.8,140.0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,1.79,0,1,0,19,1,0,4,108.0,0,0,0.5,109.1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,-0.92,0,1,0,18,0,0,1,120.0,0,0,0.3,120.6,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,-0.92,0,1,0,59,1,0,1,100.0,1,0,0.3,161.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,0,0,1,0,0,0,0,1,0,0,0.32,0,1,0,33,1,0,1,140.0,0,0,2.6,140.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
5,1,0,0,1,0,0,0,0,1,0,-3.12,0,1,0,23,0,0,2,133.1,0,0,-0.8,178.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0.79,0,1,0,44,1,0,1,133.1,1,0,-0.3,138.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,1,0,1,0,1,0,0,1,0,0,-3.12,0,1,1,37,0,0,4,140.0,0,0,-0.8,128.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,0,0,0,0,1.74,0,1,0,36,0,0,1,100.0,1,0,1.4,139.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
2,0,0,0,0,1,0,0,0,0,0,0.32,0,1,0,22,1,2,2,123.0,0,0,2.6,113.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
6,1,0,0,0,0,0,0,0,0,0,1.79,0,1,1,49,0,0,1,133.1,1,0,0.5,139.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4,1,0,0,0,0,0,0,0,1,0,2.02,0,1,0,23,0,0,1,135.0,0,0,0.6,110.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
3,1,0,0,0,1,0,0,0,1,0,0.32,0,1,0,19,0,3,1,132.0,0,0,2.6,136.6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,-0.92,0,1,1,47,0,0,1,120.0,0,0,0.3,161.1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
12,1,0,0,0,0,0,0,0,0,9,-4.06,1,1,0,28,0,0,1,130.0,0,0,2.8,130.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
4,1,0,0,0,0,0,0,0,0,0,-4.06,1,1,0,21,0,0,1,140.0,0,0,2.8,140.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
5,0,0,0,0,1,1,1,0,0,0,3.51,0,1,0,21,0,0,1,133.1,0,0,1.4,121.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
10,1,0,0,0,0,0,0,0,0,9,0.79,0,1,1,21,0,0,1,120.0,0,0,-0.3,118.6,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
4,1,0,0,0,1,0,0,0,1,1,0.79,0,1,0,20,0,0,1,140.0,0,0,-0.3,138.3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1.74,0,1,0,49,1,0,1,133.1,0,0,1.4,115.8,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
5,1,0,0,0,0,0,0,0,0,0,-4.06,0,1,0,40,1,0,1,120.0,1,0,2.8,160.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,1,0,0,1,0,1,0,0,0,0,2.02,0,1,0,22,0,0,1,125.0,0,0,0.6,114.5,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2,1,1,0,0,0,0,0,0,0,2,-4.06,0,1,0,19,0,0,1,136.0,0,0,2.8,117.5,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0.79,0,1,0,31,1,0,1,133.1,1,0,-0.3,121.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1,0,0,0,0,0,0,0,1,-4.06,0,1,0,30,0,0,1,120.0,0,0,2.8,115.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5,1,0,0,0,1,0,0,0,0,0,0.32,0,1,1,19,0,0,1,127.0,0,0,2.6,125.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3,1,0,1,0,0,0,0,1,0,0,-3.12,0,1,0,22,1,0,1,131.0,0,0,-0.8,131.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,1,0,0,0,1,0,0,0,1,0,-4.06,0,1,0,19,0,0,1,127.0,0,0,2.8,126.3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0.32,0,1,0,21,0,0,1,132.0,0,0,2.6,127.1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,2.02,0,1,0,19,1,0,3,137.0,0,0,0.6,138.4,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,-0.92,0,1,0,22,1,1,2,126.0,0,0,0.3,100.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
5,1,0,0,0,1,0,0,0,0,0,1.74,0,1,1,22,0,0,1,136.0,0,0,1.4,126.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,1,0,0,0,1,0,0,0,0,0,-3.12,0,1,1,19,0,0,1,124.0,0,0,-0.8,118.8,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,-0.92,0,1,0,26,0,0,1,137.0,1,0,0.3,124.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
1,1,1,0,0,0,0,0,0,0,3,1.79,0,1,0,23,0,0,1,140.0,0,0,0.5,140.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1,0,0,0,0,0,0,0,1,0,-0.92,0,1,0,18,0,4,1,131.0,0,0,0.3,125.1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2,1,0,0,1,1,0,1,0,0,0,-4.06,0,1,0,22,1,0,1,130.0,0,0,2.8,118.8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
5,1,1,0,0,0,0,0,0,0,0,1.79,0,1,0,19,0,0,5,136.0,0,0,0.5,125.2,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2.02,0,1,0,20,1,0,1,133.1,0,0,0.6,95.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6,1,0,0,1,1,0,0,0,1,0,0.32,0,1,0,22,0,0,3,110.0,0,0,2.6,107.6,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,-1.7,1,1,0,18,0,0,1,140.0,0,0,3.7,140.0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1.74,0,1,0,39,1,0,2,133.1,0,0,1.4,125.4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0,0,0,1,0,0,1,0,0,1.74,0,1,0,18,0,3,1,141.0,0,0,1.4,128.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,1
5,1,1,0,1,0,0,0,0,0,0,3.51,0,1,0,18,0,0,3,130.0,0,0,1.4,129.3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6,1,0,0,1,1,0,0,0,0,0,0.79,0,1,1,19,0,0,1,160.0,0,0,-0.3,152.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8,1,0,0,0,1,0,0,0,0,0,1.79,0,1,0,18,0,0,1,140.0,0,0,0.5,128.8,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,0,1,1,1,0,0,0,0,0,0.32,0,1,0,18,1,0,1,150.0,0,0,2.6,152.8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,1.74,1,1,0,22,0,0,1,150.0,0,0,1.4,150.0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
6,1,0,0,0,1,0,0,0,0,0,1.79,0,1,1,19,0,0,1,133.1,0,0,0.5,112.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
5,1,0,0,0,1,0,0,0,0,0,-1.7,1,1,0,18,0,0,1,152.0,0,0,3.7,135.6,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
2,0,1,0,0,0,0,1,0,0,0,-0.92,0,1,0,31,0,4,1,133.1,1,0,0.3,134.4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,-1.7,0,1,0,28,1,0,1,130.0,1,0,3.7,120.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,1,0,-4.06,0,1,0,19,0,0,1,148.0,0,0,2.8,141.4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6,1,0,0,0,0,1,0,0,0,0,-0.92,0,1,0,20,0,0,1,148.0,0,0,0.3,145.2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,3.51,0,1,1,50,0,0,1,130.0,1,0,1.4,140.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
4,1,0,0,0,0,0,0,0,1,1,0.79,0,1,0,38,0,0,1,160.0,0,0,-0.3,100.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
1,1,0,0,0,0,0,0,0,0,0,-3.12,0,1,0,31,1,0,1,130.0,1,0,-0.8,140.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
7,1,0,0,0,0,0,0,0,0,0,0.32,0,1,0,27,0,0,1,110.0,1,0,2.6,126.0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,-1.7,0,1,1,21,0,0,1,122.0,0,0,3.7,112.6,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
0,1,1,0,0,0,0,0,0,0,0,3.51,0,1,0,34,0,0,1,110.0,1,0,1.4,106.8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,0,0.32,0,1,0,19,0,0,1,129.0,0,0,2.6,121.6,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,-3.12,0,1,0,40,1,0,1,110.0,1,0,-0.8,120.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
0,1,1,0,1,1,0,0,0,0,0,-1.7,0,1,0,18,0,0,1,170.0,0,0,3.7,160.6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,1,0,1,0,-4.06,0,1,0,46,0,0,1,110.0,1,0,2.8,130.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
0,1,0,1,0,0,0,0,1,0,0,0.32,0,1,1,37,0,0,5,110.0,0,0,2.6,110.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,-0.92,1,1,0,31,0,0,1,133.1,1,0,0.3,110.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,1.79,1,1,0,34,0,0,1,133.1,1,0,0.5,145.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,1,1,0,1,1,0,0,0,0,0,-3.12,0,1,0,18,0,0,6,126.0,0,0,-0.8,130.2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
6,1,0,0,1,1,0,0,0,0,0,1.79,0,1,0,18,1,0,1,137.0,0,0,0.5,122.3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
6,1,0,0,1,0,0,0,0,1,0,2.02,0,1,0,19,0,0,4,117.0,0,0,0.6,125.4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
5,1,0,0,0,0,0,0,0,0,1,-4.06,0,1,0,40,1,5,1,100.0,0,0,2.8,130.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1.79,1,1,0,25,0,0,1,120.0,1,0,0.5,150.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
3,1,1,0,0,0,0,1,0,0,0,2.02,0,1,0,20,0,0,5,126.0,0,0,0.6,116.9,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
5,1,1,0,0,0,0,0,0,0,0,2.02,0,1,0,20,0,0,1,122.0,0,0,0.6,114.7,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-4.06,1,1,0,43,0,0,1,111.0,1,0,2.8,95.8,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
3,1,1,0,0,0,0,0,0,0,0,0.32,0,1,0,18,0,1,4,139.0,0,0,2.6,133.1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,16,-4.06,1,1,0,35,0,1,1,150.0,0,0,2.8,150.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0.32,0,1,0,23,1,0,2,116.0,0,0,2.6,118.5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,1.79,0,1,0,19,0,0,1,130.0,0,0,0.5,131.1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7,1,0,0,1,0,0,0,0,0,7,3.51,0,1,0,21,0,0,1,150.0,0,0,1.4,150.3,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0.79,0,1,0,19,1,0,1,132.0,0,0,-0.3,120.5,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
5,1,1,0,0,0,0,0,0,0,0,1.79,0,1,0,20,0,0,1,108.0,0,0,0.5,105.6,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,1.79,0,1,0,30,1,0,1,133.1,1,1,0.5,125.3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6,1,0,0,0,0,1,0,0,0,0,1.79,0,1,0,44,0,0,1,120.0,1,0,0.5,131.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,-1.7,0,1,0,19,0,0,1,146.0,0,0,3.7,127.0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
10,1,0,0,0,0,0,0,0,0,11,-0.92,1,1,0,22,0,0,1,150.0,0,0,0.3,150.0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0
5,1,0,0,0,1,0,0,0,0,0,0.32,1,1,0,18,0,0,1,160.0,0,0,2.6,149.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,1,0,0,1,0,0,0,0,0,0,-1.7,0,1,0,21,1,0,1,125.0,0,0,3.7,121.5,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0.32,0,1,0,18,0,0,2,125.0,0,0,2.6,137.3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,2.02,0,1,0,18,1,0,4,122.0,0,0,0.6,119.6,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0,1,1,0,0,1,0,0,0,0,0,0.32,0,1,0,19,0,0,1,138.0,0,0,2.6,141.5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,-0.92,1,1,0,21,0,0,1,150.0,0,0,0.3,150.0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,-0.92,1,1,0,31,0,0,1,140.0,1,0,0.3,110.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2,1,0,0,0,0,1,0,0,0,0,-3.12,0,1,0,21,0,0,5,113.0,0,0,-0.8,110.2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
1,1,1,0,0,0,0,1,0,0,0,3.51,0,1,0,24,0,0,1,139.0,1,0,1.4,110.3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,-3.12,0,1,0,27,0,0,1,133.1,0,0,-0.8,120.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
5,1,0,0,0,1,0,0,0,0,0,1.79,0,1,0,20,1,0,5,118.0,0,0,0.5,114.2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
2,1,1,0,0,0,0,0,0,0,0,1.74,0,1,0,22,0,0,1,140.0,0,0,1.4,140.0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
4,1,0,0,1,1,0,0,0,0,0,-4.06,1,1,0,19,0,0,1,144.0,0,0,2.8,132.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0
6,1,0,0,0,0,0,0,0,1,0,3.51,0,1,0,19,0,0,1,125.0,0,0,1.4,121.5,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
11,1,1,0,0,1,0,1,0,0,13,2.02,0,1,0,23,0,1,1,131.0,0,0,0.6,127.2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,1.79,1,1,0,18,0,0,1,131.0,0,0,0.5,128.2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
5,0,0,0,0,1,0,0,0,1,0,2.02,0,1,0,29,0,0,1,140.0,0,0,0.6,133.4,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,1.74,1,1,0,29,0,2,1,133.1,1,0,1.4,120.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,0,1
5,1,0,0,0,0,0,0,0,0,0,-0.92,1,1,0,20,0,0,1,140.0,0,0,0.3,140.0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0,1,1,0,1,1,0,0,0,0,0,-3.12,0,1,0,19,0,0,5,139.0,0,0,-0.8,136.9,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
0,1,1,0,0,0,0,0,0,0,0,1.74,0,1,0,22,0,0,3,125.0,0,1,1.4,117.0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
6,1,0,0,0,1,0,0,0,0,0,2.02,0,1,0,20,1,0,2,117.0,0,0,0.6,110.7,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,-3.12,1,1,0,24,0,0,1,150.0,1,0,-0.8,160.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
5,0,0,0,0,1,0,0,0,0,0,-1.7,0,1,0,21,1,0,1,95.0,0,0,3.7,95.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
4,1,0,0,1,0,0,0,0,0,0,-1.7,0,1,0,25,1,0,1,150.0,1,0,3.7,148.8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-3.12,0,1,0,32,1,0,1,120.0,1,0,-0.8,110.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
3,0,0,0,0,0,0,0,0,0,8,0.32,0,1,0,26,1,0,1,136.0,0,0,2.6,133.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
6,1,0,0,1,1,0,0,0,0,0,1.79,1,1,0,18,0,0,1,133.0,0,0,0.5,125.7,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
6,1,0,0,1,0,1,0,0,0,0,-0.92,0,1,0,19,0,0,1,125.0,0,0,0.3,116.6,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6,1,0,0,1,1,0,0,0,1,0,1.79,0,1,0,19,0,0,3,127.0,0,0,0.5,141.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
5,1,1,0,0,0,0,0,0,0,4,2.02,0,1,0,27,0,0,1,130.0,0,0,0.6,130.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
9,1,0,0,0,0,0,1,0,0,7,3.51,1,1,0,21,0,0,1,130.0,0,0,1.4,130.0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0.79,0,1,0,20,0,0,1,127.0,0,0,-0.3,115.8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6,1,0,0,0,0,0,0,1,1,0,1.79,0,1,0,21,0,0,1,140.0,0,0,0.5,140.0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
3,1,0,0,0,1,0,0,0,1,0,-3.12,0,1,0,22,0,0,5,125.0,0,0,-0.8,126.1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,1,0,1,0,0,0,-1.7,0,1,0,19,0,0,1,135.0,0,0,3.7,137.5,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
2,1,0,0,1,0,0,0,0,0,0,2.02,0,1,0,18,1,0,4,132.0,0,0,0.6,120.8,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0.79,0,1,1,28,0,0,2,110.0,1,0,-0.3,136.5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
4,0,0,0,0,0,0,1,0,0,3,-4.06,1,1,0,25,0,1,1,130.0,1,0,2.8,122.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
10,1,0,0,0,0,0,0,0,0,8,-4.06,1,1,0,25,0,0,1,130.0,0,0,2.8,130.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1
3,1,0,0,0,1,0,0,0,0,0,3.51,0,1,0,18,1,0,1,135.0,0,0,1.4,126.3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,1.74,0,1,0,26,0,0,1,133.1,0,0,1.4,98.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
5,1,0,0,1,0,0,0,0,0,0,0.79,0,1,0,18,1,0,3,135.0,0,0,-0.3,121.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,1,0,-4.06,0,1,0,22,0,0,1,128.0,0,0,2.8,124.2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,3,0,0
0,1,0,0,0,0,0,0,0,0,0,-0.92,1,1,0,25,0,0,1,140.0,1,0,0.3,130.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
5,1,0,0,0,1,0,0,0,1,0,3.51,0,1,0,19,0,0,2,135.0,0,0,1.4,136.1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,1,0,0.79,0,1,0,19,0,0,2,131.0,0,0,-0.3,132.8,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,-0.92,0,1,0,19,0,0,1,131.0,0,0,0.3,126.3,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
4,1,0,0,0,0,0,0,0,0,2,1.74,0,1,1,45,0,0,1,100.0,1,0,1.4,111.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5,1,0,0,0,0,0,0,0,0,0,0.32,0,1,0,52,1,1,1,140.0,1,0,2.6,118.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3,0,0,0,0,1,0,0,0,0,0,-3.12,0,1,0,20,1,0,1,124.0,0,0,-0.8,115.6,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
7,1,0,0,0,1,0,0,0,0,0,1.74,0,1,0,19,0,0,1,130.0,0,0,1.4,117.8,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
4,0,0,0,0,1,0,1,0,0,0,1.79,0,1,0,21,0,0,1,142.0,0,0,0.5,127.0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,-3.12,0,1,1,35,0,0,1,150.0,1,0,-0.8,140.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0.32,0,1,0,36,0,0,1,110.0,1,0,2.6,106.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,-4.06,0,1,0,47,0,8,1,110.0,1,0,2.8,151.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,7,0,1
